FirstTerm,leftoverprob
accountable,0.6399101020662603
electric,0.7301252761908762
breakout,0.6093013822739799
actress,0.7240840814950313
nod,0.6093013822739799
remembers,0.6943256039192032
dismissed,0.6399101020662603
microsoft,0.6093013822739799
corp,0.6858231817546809
gooey,0.6858231817546809
republicans,0.715254643093412
treats,0.7066927634312357
filling,0.6748914961145807
frontier,0.6399101020662603
decorated,0.5174752228971387
surfing,0.6858231817546809
assembly,0.6093013822739799
serving,0.7301252761908762
subtle,0.6858231817546809
actions,0.6824961469946504
il,0.7113304482482479
progressed,0.4562577833125778
construction,0.7240840814950313
richness,0.6093013822739799
canola,0.4562577833125778
chagrin,0.5582868492868458
tennis,0.7186182386749813
photograph,0.6603159152611139
transition,0.6510405456270896
fields,0.6603159152611139
infected,0.6093013822739799
securities,0.4562577833125778
intrigued,0.6093013822739799
assessed,0.4562577833125778
circuit,0.6093013822739799
nationwide,0.5582868492868458
avenue,0.7240840814950313
suit,0.7133710295677332
homage,0.4562577833125778
linking,0.5874380109937796
technologies,0.6858231817546809
controversy,0.6399101020662603
margin,0.5582868492868458
zones,0.6093013822739799
cacophony,0.4562577833125778
irvine,0.5582868492868458
shadows,0.7215333548456746
couples,0.7186182386749813
chain,0.7345188723333087
easiest,0.6093013822739799
atop,0.6093013822739799
organization,0.7113304482482479
loosened,0.4562577833125778
revenues,0.5582868492868458
alas,0.6943256039192032
muddle,0.5582868492868458
enormous,0.6603159152611139
bean,0.6943256039192032
themes,0.6093013822739799
lens,0.6748914961145807
fraction,0.4562577833125778
mattered,0.6093013822739799
corners,0.6943256039192032
contracted,0.6399101020662603
anticipates,0.4562577833125778
hodgson,0.6748914961145807
powers,0.6858231817546809
shutting,0.5582868492868458
resist,0.6399101020662603
likened,0.4562577833125778
identity,0.6681643049514422
dispensing,0.4562577833125778
patients,0.7283352925772926
exception,0.6399101020662603
unusual,0.7263347226562284
priced,0.6603159152611139
oregon,0.7404816099551816
gator,0.6093013822739799
reporters,0.6603159152611139
sensitive,0.6603159152611139
apg,0.5582868492868458
jurisdiction,0.6603159152611139
fellowship,0.6943256039192032
taliban,0.6858231817546809
commission,0.7091124250748942
execution,0.6399101020662603
org,0.7215333548456746
fifth,0.6979055711463705
emerging,0.6681643049514422
ronald,0.6093013822739799
towns,0.6093013822739799
elections,0.6807217284559675
opted,0.4562577833125778
exists,0.6943256039192032
misery,0.6093013822739799
brightly,0.6603159152611139
teenager,0.7011275416508211
chores,0.6858231817546809
valued,0.6399101020662603
kit,0.6399101020662603
branches,0.6399101020662603
soil,0.6603159152611139
tender,0.7215333548456746
ldl,0.4562577833125778
mg,0.5582868492868458
unaffected,0.4562577833125778
ak,0.6093013822739799
properly,0.7066927634312357
recognizing,0.5582868492868458
beneficiaries,0.4562577833125778
theresa,0.6399101020662603
scrappy,0.4562577833125778
fi,0.715254643093412
jangle,0.4562577833125778
rulers,0.6603159152611139
palace,0.6748914961145807
enemies,0.690324464077075
expectations,0.7240840814950313
ballot,0.7011275416508211
lesbian,0.6748914961145807
creativity,0.7215333548456746
constraints,0.6093013822739799
disciples,0.6748914961145807
millersville,0.5582868492868458
addiction,0.6603159152611139
campaigning,0.5582868492868458
equality,0.7113304482482479
nurse,0.7368377147418148
excellence,0.6603159152611139
officers,0.6748914961145807
starters,0.6263062266030246
spine,0.6263062266030246
disputes,0.6399101020662603
bloggers,0.7283352925772926
adorable,0.7378580054015575
commonly,0.6748914961145807
atheism,0.5582868492868458
causes,0.6858231817546809
consistency,0.6858231817546809
maker,0.6603159152611139
boil,0.7113304482482479
sorority,0.5582868492868458
allegations,0.6399101020662603
dipped,0.6603159152611139
drowned,0.6858231817546809
mhealth,0.5582868492868458
rumah,0.4562577833125778
stanley,0.6603159152611139
urged,0.4562577833125778
betsey,0.4562577833125778
koch,0.4562577833125778
thigh,0.6093013822739799
replies,0.6603159152611139
prejudices,0.4562577833125778
notions,0.4562577833125778
suggestion,0.6858231817546809
visually,0.6510405456270896
trim,0.7011275416508211
younger,0.7113304482482479
casual,0.7113304482482479
divisions,0.6093013822739799
contestant,0.6748914961145807
techniques,0.7113304482482479
petal,0.6399101020662603
closely,0.6858231817546809
oyster,0.6093013822739799
wool,0.6748914961145807
amendment,0.7215333548456746
indicating,0.6093013822739799
richmond,0.6943256039192032
slip,0.7066927634312357
draped,0.6093013822739799
hoppy,0.6093013822739799
clearly,0.715254643093412
derived,0.6093013822739799
oils,0.5582868492868458
promiscuity,0.4562577833125778
brutal,0.7066927634312357
refusal,0.5582868492868458
defiance,0.6093013822739799
structure,0.6311647535541801
ultimately,0.7368377147418148
victoria,0.7113304482482479
imposition,0.5582868492868458
toured,0.5582868492868458
confined,0.6093013822739799
polyester,0.5582868492868458
pennsylvania,0.5582868492868458
shocking,0.6943256039192032
submerged,0.4562577833125778
typical,0.7317362614431016
remnants,0.4562577833125778
splash,0.6943256039192032
authority,0.6943256039192032
mint,0.7011275416508211
tuition,0.6399101020662603
rural,0.7066927634312357
unemployment,0.6943256039192032
conquer,0.6603159152611139
resource,0.7066927634312357
exhausted,0.6858231817546809
directing,0.6399101020662603
technique,0.6263062266030246
slo,0.6093013822739799
boots,0.7283352925772926
outfits,0.6748914961145807
stash,0.6475622820143303
embraces,0.4562577833125778
teens,0.6943256039192032
factoid,0.4562577833125778
marvel,0.6858231817546809
flew,0.6748914961145807
guidelines,0.6093013822739799
scheme,0.6748914961145807
october,0.7133710295677332
belligerent,0.5582868492868458
cluster,0.4562577833125778
eerily,0.4562577833125778
tuscan,0.4562577833125778
gadget,0.6399101020662603
stumble,0.5582868492868458
scrawl,0.4562577833125778
apex,0.4562577833125778
lick,0.6263062266030246
injected,0.4562577833125778
subscribed,0.5582868492868458
aid,0.7263347226562284
vein,0.6399101020662603
teared,0.4562577833125778
tragedy,0.7066927634312357
psychology,0.6093013822739799
clung,0.4562577833125778
shouted,0.7011275416508211
baskets,0.5174752228971387
ontario,0.6399101020662603
excerpts,0.5582868492868458
incident,0.6807217284559675
grain,0.6399101020662603
sangeeta,0.4562577833125778
learnt,0.5582868492868458
mutilated,0.4562577833125778
injuries,0.7186182386749813
parent,0.7301252761908762
browse,0.5582868492868458
genre,0.7186182386749813
frustration,0.6943256039192032
escalate,0.6093013822739799
masquerading,0.4562577833125778
maximum,0.6748914961145807
knitting,0.6943256039192032
cha,0.6748914961145807
herd,0.6093013822739799
moderates,0.5582868492868458
cpc,0.4562577833125778
locals,0.6603159152611139
pubs,0.7066927634312357
heavens,0.6748914961145807
hath,0.5582868492868458
developer,0.7066927634312357
newspaper,0.7113304482482479
desktop,0.6603159152611139
apostolic,0.5582868492868458
listing,0.6093013822739799
hypocrisy,0.4562577833125778
nightmare,0.6399101020662603
displayed,0.6399101020662603
entertained,0.5582868492868458
purchasing,0.7066927634312357
blender,0.6263062266030246
murderer,0.6603159152611139
abusive,0.6603159152611139
consent,0.6603159152611139
patent,0.6656858661018648
cravings,0.6748914961145807
evidences,0.4562577833125778
assumed,0.6748914961145807
stitch,0.7011275416508211
commissioned,0.5582868492868458
breach,0.6399101020662603
strategy,0.6858231817546809
investment,0.6183039469187681
mitchell,0.6748914961145807
guant,0.4562577833125778
pension,0.6093013822739799
management,0.690324464077075
fuelled,0.5582868492868458
mount,0.7066927634312357
inc,0.6603159152611139
economies,0.6093013822739799
expertise,0.6263062266030246
monarch,0.6093013822739799
disaster,0.7113304482482479
replied,0.6399101020662603
suzanne,0.5874380109937796
unfolds,0.6093013822739799
query,0.6399101020662603
naturally,0.6943256039192032
newborn,0.6093013822739799
growler,0.5582868492868458
insider,0.5582868492868458
appetite,0.6748914961145807
cultivated,0.4562577833125778
burden,0.6510405456270896
katana,0.4562577833125778
embarked,0.5582868492868458
observes,0.6399101020662603
towel,0.5582868492868458
sightings,0.5582868492868458
inspector,0.6603159152611139
mechanism,0.6858231817546809
appeals,0.6748914961145807
forsythia,0.6093013822739799
rare,0.7345188723333087
clever,0.7283352925772926
superman,0.5582868492868458
canyon,0.7066927634312357
frequently,0.7011275416508211
findings,0.6943256039192032
resemblance,0.6093013822739799
carrying,0.7215333548456746
molecules,0.4562577833125778
repeating,0.6748914961145807
smoothly,0.6748914961145807
romeo,0.6093013822739799
admitted,0.6603159152611139
maintaining,0.6399101020662603
famous,0.7474138984098793
greeted,0.6093013822739799
integrate,0.6748914961145807
nest,0.6603159152611139
drain,0.5582868492868458
teenagers,0.6603159152611139
complained,0.6399101020662603
drip,0.6603159152611139
tri,0.6943256039192032
werewolves,0.5582868492868458
replica,0.6399101020662603
denis,0.5582868492868458
sassou,0.4562577833125778
fleet,0.6093013822739799
conflict,0.6603159152611139
gre,0.5874380109937796
scores,0.7113304482482479
sponsor,0.7011275416508211
advertisement,0.5582868492868458
external,0.6603159152611139
statue,0.6263062266030246
improved,0.7317362614431016
portuguese,0.4562577833125778
metropolitan,0.4562577833125778
basement,0.7186182386749813
berlin,0.7113304482482479
adventures,0.715254643093412
drag,0.7011275416508211
spends,0.6093013822739799
lodge,0.6603159152611139
adjusting,0.4562577833125778
monitor,0.715254643093412
wing,0.7240840814950313
cured,0.6603159152611139
wander,0.5953883278229433
swinging,0.6093013822739799
pockets,0.6748914961145807
shale,0.4562577833125778
extractive,0.4562577833125778
bias,0.6748914961145807
scouts,0.6093013822739799
dignity,0.6858231817546809
repeat,0.7011275416508211
numerous,0.7215333548456746
ellis,0.6603159152611139
inherit,0.6399101020662603
curled,0.5582868492868458
sofa,0.6943256039192032
accompaniment,0.4562577833125778
eu,0.6093013822739799
associates,0.5582868492868458
programmes,0.6093013822739799
fr,0.6943256039192032
es,0.6603159152611139
removal,0.6093013822739799
absolute,0.7169987296912628
hyde,0.5582868492868458
vintage,0.7412355193096712
chewed,0.4562577833125778
sleeved,0.4562577833125778
accessorized,0.4562577833125778
blink,0.6858231817546809
february,0.7387998121643969
warmer,0.6263062266030246
tension,0.6681643049514422
cleaner,0.6748914961145807
folder,0.7011275416508211
predict,0.6603159152611139
ties,0.6093013822739799
abolition,0.4562577833125778
affairs,0.7113304482482479
republic,0.7113304482482479
twentieth,0.4562577833125778
broadcasting,0.6399101020662603
recordings,0.5874380109937796
girlfriends,0.6093013822739799
compiled,0.5582868492868458
relied,0.5582868492868458
confusion,0.6858231817546809
disappeared,0.6858231817546809
moist,0.6858231817546809
gaps,0.5582868492868458
welcomed,0.6399101020662603
blessing,0.7011275416508211
folded,0.6093013822739799
neck,0.7113304482482479
remaining,0.7387998121643969
apology,0.6603159152611139
responses,0.5582868492868458
archival,0.4562577833125778
blankets,0.6093013822739799
finely,0.6748914961145807
un,0.7331938195284482
childhood,0.6681643049514422
retelling,0.4562577833125778
carol,0.6093013822739799
moffat,0.6093013822739799
format,0.6858231817546809
archaeologist,0.5582868492868458
sally,0.6748914961145807
unsalted,0.6093013822739799
ingredient,0.6943256039192032
mixer,0.6748914961145807
greased,0.4562577833125778
springform,0.4562577833125778
wire,0.7186182386749813
overwhelming,0.7186182386749813
chevron,0.4562577833125778
complex,0.715254643093412
emotion,0.6603159152611139
catholicism,0.4562577833125778
pity,0.6943256039192032
trajectories,0.5582868492868458
spelling,0.6943256039192032
earning,0.6943256039192032
communism,0.5582868492868458
unfortunate,0.6943256039192032
shakey,0.4562577833125778
sip,0.6603159152611139
horror,0.7066927634312357
tones,0.6603159152611139
profitability,0.5582868492868458
currency,0.6979055711463705
gresham,0.6093013822739799
supplied,0.5582868492868458
arriving,0.6858231817546809
coke,0.7113304482482479
barnes,0.5582868492868458
tutorial,0.6603159152611139
rival,0.7011275416508211
jean,0.6748914961145807
squad,0.7011275416508211
kills,0.6603159152611139
whereupon,0.4562577833125778
outlined,0.6093013822739799
tiles,0.5582868492868458
dominance,0.5582868492868458
costumes,0.6858231817546809
hilary,0.5582868492868458
convenient,0.6943256039192032
shakespeare,0.7113304482482479
guilt,0.6858231817546809
primarily,0.6093013822739799
infinity,0.6093013822739799
prosperity,0.6399101020662603
shortage,0.4562577833125778
task,0.7301252761908762
roosevelt,0.5874380109937796
ponemon,0.4562577833125778
encouragement,0.6748914961145807
tweens,0.4562577833125778
photographs,0.6748914961145807
upstairs,0.6603159152611139
poet,0.6943256039192032
refreshed,0.5582868492868458
lush,0.6603159152611139
berries,0.6748914961145807
aboard,0.6399101020662603
burn,0.6788666545291626
repel,0.4562577833125778
plants,0.6943256039192032
torrent,0.4562577833125778
structures,0.6399101020662603
dense,0.5582868492868458
outcome,0.7066927634312357
vouch,0.4562577833125778
ra,0.6603159152611139
malted,0.4562577833125778
imperial,0.6748914961145807
graduate,0.7113304482482479
reveals,0.5786926624816995
buildings,0.6705188218585407
dystopian,0.6399101020662603
cheddar,0.6093013822739799
descendants,0.5582868492868458
fluffy,0.7113304482482479
bounds,0.5582868492868458
pacific,0.6858231817546809
organisation,0.6748914961145807
quaint,0.5582868492868458
krispy,0.4562577833125778
fewer,0.6943256039192032
index,0.6603159152611139
acted,0.6093013822739799
coloured,0.6183039469187681
symptoms,0.7011275416508211
skip,0.6603159152611139
backup,0.7011275416508211
enable,0.6858231817546809
infringing,0.6093013822739799
forum,0.6807217284559675
proportion,0.5582868492868458
determining,0.6093013822739799
monoxide,0.4562577833125778
milta,0.4562577833125778
oracle,0.5582868492868458
scenario,0.6943256039192032
thieves,0.6399101020662603
whiff,0.4562577833125778
tongue,0.7186182386749813
prismacolor,0.4562577833125778
pencils,0.7011275416508211
disseminated,0.5582868492868458
workshops,0.6943256039192032
dialogue,0.6263062266030246
kopi,0.4562577833125778
civet,0.5582868492868458
wages,0.6748914961145807
overwhelmed,0.6210739668094722
rickey,0.6748914961145807
offices,0.715254643093412
sl,0.6510405456270896
waterfi,0.4562577833125778
shuffle,0.7011275416508211
waterproof,0.6603159152611139
lid,0.6858231817546809
abraham,0.6943256039192032
portrayals,0.5582868492868458
landing,0.6748914961145807
scraps,0.6399101020662603
counsel,0.6399101020662603
iv,0.6858231817546809
oldest,0.7331938195284482
debut,0.715254643093412
integrated,0.5582868492868458
tackle,0.6858231817546809
paragon,0.5582868492868458
informal,0.6603159152611139
litter,0.6399101020662603
turquoise,0.6399101020662603
abv,0.6399101020662603
spitting,0.6093013822739799
donning,0.6093013822739799
explode,0.6399101020662603
hero,0.6979055711463705
patterns,0.6943256039192032
hydrogen,0.4562577833125778
containing,0.7066927634312357
industrial,0.7186182386749813
desperately,0.6858231817546809
rarely,0.7228498589227621
origins,0.6603159152611139
demonstrate,0.6399101020662603
disregard,0.4562577833125778
largely,0.7283352925772926
forlorn,0.4562577833125778
sympathy,0.6263062266030246
reagan,0.6748914961145807
enforcement,0.7011275416508211
bundle,0.4562577833125778
heavier,0.6093013822739799
impressions,0.6093013822739799
salvation,0.6510405456270896
pulse,0.6603159152611139
spaces,0.7066927634312357
nevertheless,0.6858231817546809
tue,0.4562577833125778
obliged,0.5582868492868458
frankie,0.6858231817546809
spikes,0.5582868492868458
barrel,0.7066927634312357
overview,0.6093013822739799
reserved,0.6399101020662603
remix,0.6093013822739799
trains,0.6399101020662603
errors,0.7283352925772926
biblical,0.7215333548456746
doctrine,0.6399101020662603
royle,0.4562577833125778
troops,0.7113304482482479
attending,0.7215333548456746
tight,0.7387998121643969
ps,0.6943256039192032
chronic,0.6399101020662603
bp,0.6858231817546809
asia,0.6510405456270896
farming,0.5582868492868458
adopted,0.6748914961145807
endless,0.6858231817546809
snn,0.5582868492868458
elder,0.6399101020662603
seemingly,0.7215333548456746
balancing,0.6399101020662603
allergic,0.6093013822739799
splitting,0.6093013822739799
divided,0.5582868492868458
bloke,0.6399101020662603
longest,0.6858231817546809
vessel,0.6748914961145807
simon,0.6656858661018648
warming,0.6943256039192032
dolphins,0.7011275416508211
dependent,0.5582868492868458
oversight,0.6748914961145807
dutch,0.7215333548456746
descended,0.6093013822739799
yadda,0.4562577833125778
hardships,0.6093013822739799
specifically,0.7263347226562284
knife,0.7011275416508211
valuables,0.4562577833125778
reroute,0.4562577833125778
administration,0.6917094740224271
russia,0.7186182386749813
installations,0.4562577833125778
chest,0.7331938195284482
wished,0.7011275416508211
rubbed,0.5582868492868458
indulging,0.4562577833125778
glared,0.5582868492868458
pumpkin,0.7011275416508211
greene,0.6748914961145807
pillow,0.6858231817546809
attitudes,0.6858231817546809
recognizes,0.5582868492868458
oxford,0.6603159152611139
snarky,0.6399101020662603
chemicals,0.6603159152611139
observations,0.6603159152611139
embarking,0.4562577833125778
preservation,0.5582868492868458
christianity,0.6681643049514422
memento,0.6093013822739799
tuxedo,0.4562577833125778
pancakes,0.6858231817546809
pours,0.6093013822739799
gays,0.6399101020662603
prevalent,0.5582868492868458
addresses,0.6603159152611139
assure,0.6399101020662603
washing,0.6943256039192032
engine,0.6807217284559675
yeast,0.7113304482482479
passes,0.715254643093412
pastor,0.6263062266030246
explicit,0.5582868492868458
betraying,0.5582868492868458
discusses,0.6093013822739799
iceland,0.6603159152611139
airwaves,0.5582868492868458
catalogs,0.6093013822739799
validity,0.5582868492868458
intervention,0.6399101020662603
folk,0.7011275416508211
fcs,0.4562577833125778
fictional,0.6943256039192032
copyright,0.7066927634312357
domain,0.7066927634312357
applicants,0.6263062266030246
emphasizes,0.5582868492868458
dissolving,0.4562577833125778
semi,0.6510405456270896
italy,0.7011275416508211
braid,0.5582868492868458
snapped,0.6748914961145807
deck,0.7113304482482479
leaning,0.6399101020662603
agenda,0.7066927634312357
extremist,0.5582868492868458
sorrow,0.6748914961145807
banana,0.6603159152611139
airtight,0.4562577833125778
achieved,0.7066927634312357
courts,0.7113304482482479
shy,0.6943256039192032
reject,0.7011275416508211
defending,0.6858231817546809
apologetic,0.5582868492868458
1930s,0.6093013822739799
titled,0.6858231817546809
emptied,0.6399101020662603
formed,0.7301252761908762
oddly,0.6943256039192032
badly,0.7240840814950313
perished,0.5582868492868458
testify,0.5582868492868458
rawa,0.5582868492868458
questioning,0.6399101020662603
tops,0.6399101020662603
undergo,0.4562577833125778
constitution,0.6603159152611139
gentle,0.7113304482482479
pipe,0.6748914961145807
exterior,0.6603159152611139
embellishments,0.6399101020662603
vis,0.6093013822739799
characteristics,0.6603159152611139
terrorist,0.6858231817546809
indefinite,0.6093013822739799
detention,0.7011275416508211
greens,0.6748914961145807
publishers,0.6399101020662603
devastated,0.6603159152611139
pregnancy,0.5953883278229433
sickness,0.6399101020662603
glimmer,0.6093013822739799
interpretation,0.6943256039192032
perspectives,0.5582868492868458
illness,0.6603159152611139
ashton,0.6603159152611139
organised,0.6399101020662603
quicker,0.6603159152611139
spain,0.7301252761908762
contender,0.6399101020662603
whose,0.7512145376745527
pearl,0.715254643093412
finance,0.6603159152611139
contains,0.6681643049514422
butterflies,0.6858231817546809
egyptian,0.5582868492868458
draws,0.6943256039192032
romance,0.7240840814950313
bird,0.7215333548456746
perched,0.6093013822739799
summit,0.7066927634312357
biases,0.4562577833125778
nutmeg,0.5582868492868458
juniper,0.4562577833125778
appealed,0.5582868492868458
relevance,0.6399101020662603
fa,0.6603159152611139
reminiscent,0.4562577833125778
watches,0.7066927634312357
insult,0.6603159152611139
vampires,0.6858231817546809
vastly,0.6093013822739799
dorm,0.6093013822739799
ado,0.4562577833125778
bat,0.6748914961145807
vow,0.6093013822739799
nineteenth,0.4562577833125778
holmes,0.6399101020662603
victorian,0.7011275416508211
mystery,0.7263347226562284
species,0.6943256039192032
crust,0.6858231817546809
upper,0.6943256039192032
gallop,0.6093013822739799
wildly,0.6399101020662603
busier,0.4562577833125778
valcour,0.5582868492868458
farmhouse,0.6603159152611139
influenced,0.6399101020662603
squeaks,0.4562577833125778
nicest,0.6858231817546809
perfectly,0.6858231817546809
muster,0.5582868492868458
enjoyment,0.5174752228971387
albums,0.6093013822739799
id,0.7133710295677332
vowing,0.4562577833125778
sawyer,0.6093013822739799
arguably,0.5582868492868458
forces,0.7169987296912628
carefully,0.7215333548456746
paired,0.6093013822739799
historical,0.7345188723333087
bizarre,0.7113304482482479
ghosts,0.5874380109937796
hitler,0.6807217284559675
uniform,0.7066927634312357
latter,0.715254643093412
farmers,0.6807217284559675
descriptions,0.5582868492868458
infection,0.6399101020662603
cathedral,0.6943256039192032
bump,0.6603159152611139
stained,0.6748914961145807
blob,0.6399101020662603
highlighted,0.6603159152611139
mesh,0.6093013822739799
fencing,0.6399101020662603
cages,0.6603159152611139
declining,0.6603159152611139
akin,0.4562577833125778
rocks,0.7263347226562284
defence,0.4562577833125778
consumption,0.6943256039192032
pebbles,0.4562577833125778
regulate,0.6858231817546809
crimes,0.6399101020662603
muslims,0.6858231817546809
naomi,0.5582868492868458
cooling,0.6399101020662603
seabeck,0.4562577833125778
lock,0.6807217284559675
traits,0.6093013822739799
judged,0.6603159152611139
clock,0.7345188723333087
pumpkins,0.6399101020662603
recording,0.6979055711463705
pied,0.4562577833125778
piper,0.4562577833125778
strip,0.7215333548456746
punch,0.7345188723333087
friendliness,0.6093013822739799
surprisingly,0.7301252761908762
reverence,0.4562577833125778
bersih,0.6603159152611139
peaceful,0.7113304482482479
payments,0.6943256039192032
subjective,0.6399101020662603
screaming,0.7011275416508211
molding,0.4562577833125778
syringe,0.4562577833125778
stocked,0.6093013822739799
overeem,0.4562577833125778
bigfoot,0.6858231817546809
rosie,0.5582868492868458
mist,0.6943256039192032
relegated,0.4562577833125778
otis,0.5582868492868458
linoleic,0.4562577833125778
overrun,0.6093013822739799
hormones,0.6399101020662603
insofar,0.4562577833125778
publisher,0.7186182386749813
trend,0.7283352925772926
disagreed,0.4562577833125778
1950s,0.6093013822739799
mouse,0.7186182386749813
simpler,0.5582868492868458
sheep,0.6858231817546809
conservatorium,0.4562577833125778
di,0.7011275416508211
indemnity,0.4562577833125778
piano,0.7331938195284482
solutions,0.6603159152611139
standpoint,0.5582868492868458
germany,0.6807217284559675
compensation,0.6748914961145807
calmed,0.4562577833125778
contempt,0.6093013822739799
stacks,0.5582868492868458
sc,0.7011275416508211
intent,0.5174752228971387
comedy,0.7317362614431016
sprigs,0.4562577833125778
traditions,0.6858231817546809
zet,0.5582868492868458
grounded,0.6399101020662603
precision,0.6093013822739799
knot,0.6399101020662603
breed,0.5582868492868458
winds,0.7011275416508211
destined,0.6093013822739799
tracing,0.5582868492868458
internal,0.7113304482482479
packets,0.6603159152611139
spades,0.5582868492868458
loyalty,0.6603159152611139
priest,0.7066927634312357
accumulated,0.5582868492868458
godmother,0.5582868492868458
overtly,0.6399101020662603
directions,0.7186182386749813
caves,0.4562577833125778
willis,0.5582868492868458
coloring,0.6603159152611139
eddie,0.715254643093412
entrances,0.5582868492868458
detailing,0.5582868492868458
alleged,0.6943256039192032
statements,0.6943256039192032
compelling,0.6858231817546809
gain,0.7368377147418148
bray,0.4562577833125778
involves,0.6399101020662603
collect,0.6858231817546809
economical,0.5582868492868458
relatives,0.6943256039192032
rhythm,0.6263062266030246
han,0.5582868492868458
tiny,0.7448542842112216
outdone,0.5582868492868458
stairs,0.6943256039192032
pcs,0.6399101020662603
rc,0.6093013822739799
instant,0.7215333548456746
macaulay,0.4562577833125778
concern,0.7283352925772926
collections,0.6858231817546809
pit,0.6858231817546809
daring,0.6603159152611139
pretends,0.4562577833125778
actual,0.7351372303089104
kindly,0.6399101020662603
distracting,0.6603159152611139
entries,0.715254643093412
speakers,0.7066927634312357
ancestors,0.6603159152611139
paragraph,0.6399101020662603
atcs,0.5582868492868458
predicted,0.6399101020662603
excerpt,0.6093013822739799
amassed,0.5582868492868458
candidates,0.7331938195284482
downstairs,0.6748914961145807
wood,0.7066927634312357
freshly,0.6399101020662603
dish,0.7186182386749813
preaching,0.6748914961145807
lifted,0.6093013822739799
twist,0.6399101020662603
clearing,0.6603159152611139
crossing,0.7066927634312357
framed,0.6263062266030246
discoveries,0.4562577833125778
contributes,0.5582868492868458
beings,0.7066927634312357
enlarged,0.6093013822739799
showered,0.6093013822739799
suppress,0.4562577833125778
rubber,0.6943256039192032
gloves,0.6603159152611139
chefs,0.6603159152611139
weekly,0.7412355193096712
initial,0.7263347226562284
faze,0.4562577833125778
considers,0.6399101020662603
verse,0.6748914961145807
oodles,0.5582868492868458
ancient,0.715254643093412
entropy,0.4562577833125778
variations,0.6748914961145807
poll,0.6748914961145807
doubts,0.6858231817546809
retired,0.7011275416508211
fearfully,0.4562577833125778
wonderfully,0.6943256039192032
sonora,0.4562577833125778
diversity,0.7113304482482479
breathing,0.7186182386749813
metric,0.5582868492868458
scariest,0.5582868492868458
impervious,0.5582868492868458
perils,0.6093013822739799
dreaming,0.6943256039192032
necklace,0.7113304482482479
servings,0.4562577833125778
unicorn,0.6093013822739799
robber,0.4562577833125778
reversing,0.4562577833125778
ideology,0.4562577833125778
brien,0.5582868492868458
airleaf,0.5582868492868458
flood,0.6748914961145807
isolation,0.6603159152611139
careless,0.5582868492868458
manufacturing,0.6399101020662603
vast,0.6943256039192032
splashes,0.5582868492868458
emerged,0.6858231817546809
ukip,0.6399101020662603
cozy,0.6603159152611139
sour,0.6603159152611139
heaped,0.5582868492868458
gus,0.6093013822739799
olympe,0.4562577833125778
missile,0.4562577833125778
pound,0.6858231817546809
nicodemus,0.5582868492868458
jews,0.6748914961145807
implement,0.5874380109937796
accepting,0.6748914961145807
perpetuate,0.4562577833125778
danger,0.6399101020662603
restrictions,0.6603159152611139
laced,0.4562577833125778
warn,0.6399101020662603
tore,0.6399101020662603
cary,0.4562577833125778
sums,0.5174752228971387
gaming,0.6943256039192032
yard,0.7378580054015575
magnolia,0.6748914961145807
plains,0.4562577833125778
beautyuk,0.4562577833125778
islam,0.715254643093412
biscuits,0.7011275416508211
thief,0.5582868492868458
martinis,0.5582868492868458
redeemer,0.4562577833125778
mocha,0.4562577833125778
partnership,0.6748914961145807
producer,0.7240840814950313
vet,0.690324464077075
examines,0.4562577833125778
sweatpants,0.6093013822739799
demographics,0.5582868492868458
fabrics,0.6858231817546809
rome,0.7113304482482479
keyboard,0.6943256039192032
battery,0.7011275416508211
gilmore,0.4562577833125778
honorable,0.6603159152611139
subordinate,0.5582868492868458
possession,0.6399101020662603
dove,0.6748914961145807
basket,0.7011275416508211
lawrence,0.6603159152611139
helmet,0.6399101020662603
israeli,0.7066927634312357
sampler,0.6748914961145807
arlene,0.4562577833125778
kushner,0.4562577833125778
undying,0.4562577833125778
opposite,0.7331938195284482
processor,0.6748914961145807
perseverance,0.6858231817546809
discovery,0.7066927634312357
trucks,0.5582868492868458
korea,0.6943256039192032
korean,0.7186182386749813
obtained,0.6399101020662603
pertaining,0.4562577833125778
embedded,0.6093013822739799
garbage,0.690324464077075
districts,0.5874380109937796
provinces,0.6399101020662603
encouraged,0.6399101020662603
rel,0.5582868492868458
mayor,0.7091124250748942
glazed,0.6093013822739799
claiming,0.5874380109937796
stations,0.7011275416508211
raises,0.7066927634312357
puppies,0.6943256039192032
naked,0.7011275416508211
apartheid,0.6943256039192032
arabs,0.6093013822739799
gaza,0.6603159152611139
terror,0.7186182386749813
paste,0.6858231817546809
expressed,0.7113304482482479
vegetables,0.6943256039192032
peas,0.6748914961145807
abundance,0.6943256039192032
computers,0.7011275416508211
heaps,0.4562577833125778
interpret,0.6093013822739799
thinner,0.4562577833125778
yahoo,0.6943256039192032
mistreat,0.5582868492868458
skill,0.7113304482482479
periods,0.6603159152611139
vehicle,0.7263347226562284
quarts,0.5582868492868458
muffin,0.5582868492868458
stuffed,0.7011275416508211
carrots,0.7186182386749813
denim,0.6748914961145807
joseph,0.7066927634312357
divorce,0.7011275416508211
facility,0.7263347226562284
decades,0.7066927634312357
begging,0.6748914961145807
identify,0.6311647535541801
jude,0.6603159152611139
academic,0.715254643093412
fades,0.6399101020662603
carriage,0.4562577833125778
primary,0.7240840814950313
closing,0.7345188723333087
employees,0.7317362614431016
transform,0.5582868492868458
unschooling,0.7011275416508211
biological,0.4562577833125778
